id,titulo,autor,tematica,idioma,num_palabras,fuente,recolector,hash_texto,texto
fernanda_hernandez_0013,Intelectuales IX,"Anderson Imbert, Enrique",fabulas,es,245,Folk Stories around the World,fernanda_hernandez,0771eb43cf2fec54caceefc874237e9e35f9bcb8,"Con máquinas calculadoras los técnicos montaron una Academia de Filosofía. Primero eligieron las obras más importantes en la historia del pensamiento. Después, mediante un rigurosísimo análisis, las despojaron de sus accidentes —lenguaje, biblioteca, época, paisaje, polémicas, anécdotas— hasta reducirlas a esenciales visiones del mundo. Por último, con estos núcleos de ideas fundamentales prepararon los cerebros electrónicos. Para que las máquinas-filósofos pudieran dialogar les dieron el mismo idioma. Algunas —las de filosofías mecanicistas— funcionaron bien, aunque nada de lo que decían sorprendía a los técnicos. Por el contrario, las que correspondían a filósofos que habían descreído de las máquinas, emitían estrafalarias combinaciones de símbolos. Las máquinas-filósofos para quienes la realidad era un comportamiento de la conciencia solo producían verbos. Otras suprimían los verbos y en cambio encadenaban sustantivos o los soltaban perseguidos por una jauría de adjetivos. Había máquinas-filósofos que, con desesperados neologismos, se esforzaban por restablecer la forma interior de la lengua nacional desde la que alguien había pensado. Hasta hubo hablas negras cuyas palabras —si eran palabras— nadie pudo identificar. Los técnicos, ofuscados por tantas galimatías, buscaron un tercer código que —como en el argumento del «tritos ánthropos» de Aristóteles— les permitiera pasar del código cibernético al código personal. Lo encontraron. Al traducirlo empezaron a salir metáforas Por ejemplo, a la pregunta «¿qué es el universo?» un código contestaba «un ojo»; otro «un bostezo»; otro «una sopa». No era serio. Tuvieron que desmontar la Academia y devolver los aparatos al Ministerio de Guerra.
FIN"
fernanda_hernandez_0015,La gruta de Montesinos,"Anderson Imbert, Enrique",fabulas,es,122,Folk Stories around the World,fernanda_hernandez,16a53a433ce0824d0dcd7adc1b1107c9e298dc9e,"Soñó don Quijote que llegaba a un transparente alcázar y Montesinos en persona -blancas barbas, majestuoso continente- le abría las puertas. Solo que cuando Montesinos fue a hablar don Quijote despertó. Tres noches seguidas soñó lo mismo, y  siempre despertaba antes de que Montesinos tuviera tiempo de dirigirle la palabra. Poco después, al descender don Quijote por una cueva, el corazón le dio un vuelco de alegría: ahí estaba nada menos que el alcázar con el que había soñado. Abrió las puertas un venerable anciano al que reconoció inmediatamente: era Montesinos.
-¿Me dejarás pasar? -preguntó don Quijote.
-Yo sí, de mil amores -contestó Montesinos con aire dudoso-, pero como tienes el hábito de desvanecerte cada vez que voy a invitarte…
FIN

1965"
fernanda_hernandez_0016,La caverna de Platón,"Anderson Imbert, Enrique",fabulas,es,133,Folk Stories around the World,fernanda_hernandez,2ba77f55402c91b4f9f53192fc34167220b7dc08,"El símil de la cueva, en Platón (República, VII), podría contarse de otra manera.
Esos hombres han vivido encerrados en una cueva subterránea, de espaldas a una fogata, creyendo que las sombras que veían moverse sobre el muro de enfrente eran las únicas cosas existentes. Cuando conversaban no se ponían de acuerdo sobre el nombre y sentido de cada sombra. De súbito, no uno, sino todos los cavernícolas se libran de sus cadenas, se ponen de pie, giran la cabeza, descubren la fogata, siguen, suben, salen al sol. Después de un rato alguien los aprisiona y vuelve a sujetar en la posición de antes. Ahora, desdeñosos de las sombras, que saben irreales, conversan sobre la espléndida realidad que acaban de ver: tampoco se ponen de acuerdo en sus recuerdos de la luz.
FIN"
fernanda_hernandez_0017,El precio de la fama,"Anderson Imbert, Enrique",fabulas,es,111,Folk Stories around the World,fernanda_hernandez,ff11942a4c6acc21479ff8419e3b8568a206b1e3,"El poeta la vio pasar, aprisa; y aprisa corrió tras ella y se quejó:
-¿Y nada para mí? A tantos poetas que valen menos ya los has distinguido: ¿y a mi cuándo?
La Fama, sin detenerse, miró al poeta por encima del hombro y contestó sonriéndole mientras apresuraba la carrera:
-Exactamente dentro de dos años, a las cinco de la tarde, en la Biblioteca de la Facultad de Filosofía y Letras, un joven periodista abrirá el primer libro que publicaste y empezará a tomar notas para un estudio consagratorio. Te prometo que allí estaré.
-¡Ah, te lo agradezco mucho!
-Agradécemelo ahora, porque dentro de dos años ya no tendrás voz.
FIN"
fernanda_hernandez_0018,La fotografía olvidada,"Anderson Imbert, Enrique",fabulas,es,201,Folk Stories around the World,fernanda_hernandez,8d80640d8dee54ffe18009fd1fce4b59221e6edc,"Jaime y Paula se casaron. Ya durante la luna de miel fue evidente que Paula se moría. Apenas unos pocos meses de vida le pronosticó el médico. Jaime, para conservar ese bello rostro, le pidió que se dejara fotografiar. Paula, que estaba plantando una semilla de girasol en una maceta, lo complació: sentada con la maceta en la falda sonreía y…
¡Clic!
Poco después, la muerte. Entonces Jaime hizo ampliar la foto -la cara de Paula era bella como una flor-, le puso vidrio, marco y la colocó en la mesita de noche.
Una mañana, al despertarse, vio que en la fotografía había aparecido una manchita. ¿Acaso de humedad? No prestó más atención. Tres días más tarde: ¿qué era eso? No una mancha que se superpusiese a la foto sino un brote que dentro de la foto surgía de la maceta. El sentimiento de rareza se convirtió en miedo cuando en los días siguientes comprobó que la fotografía vivía como si, en vez de reproducir a la naturaleza, se reprodujera en la naturaleza. Cada mañana, al despertarse, observaba un cambio. Era que la planta fotografiada crecía. Creció, creció hasta que al final un gran girasol cubrió la cara de Paula.
FIN"
fernanda_hernandez_0020,La cima silenciosa,"Anderson Imbert, Enrique",fabulas,es,139,Folk Stories around the World,fernanda_hernandez,92c0228414f07062325046793f8855219fecbc94,"El niño empezó a treparse por el corpachón de su padre, que estaba amodorrado en la butaca, en medio de la gran siesta, en medio del gran patio. Al sentirlo, el padre, sin abrir los ojos y sotorriéndose, se puso todo duro para ofrecer al juego del hijo una solidez de montaña. Y el niño lo fue escalando: se apoyaba en las estribaciones de las piernas, en el talud del pecho, en los brazos, en los hombros, inmóviles como rocas. Cuando llegó a la cima nevada de la cabeza, el niño no vio a nadie.
-¡Papá, papá! -llamó a punto de llorar.
Un viento frío soplaba allá en lo alto, y el niño, hundido en la nieve, quería caminar y no podía.
-¡Papá, papá!
El niño se echó a llorar, solo sobre el desolado pico de la montaña.
FIN"
fernanda_hernandez_0021,El fin de la existencia,"Anderson Imbert, Enrique",fabulas,es,186,Folk Stories around the World,fernanda_hernandez,10adc18cab716cf4559a14cc929cdfb91faa367f,"La automovilista (negro el vestido, negro el pelo, negros los ojos pero con la cara tan pálida que a pesar del mediodía parecía que en su tez se hubiese detenido un relámpago) la automovilista vio en el camino a una muchacha que hacía señas para que parara. Paró.
-¿Me llevas? Hasta el pueblo no más -dijo la muchacha.
-Sube -dijo la automovilista. Y el auto arrancó a toda velocidad por el camino que bordeaba la montaña.
-Muchas gracias -dijo la muchacha con un gracioso mohín- pero ¿no tienes miedo de levantar por el camino a personas desconocidas? Podrían hacerte daño. ¡Esto está tan desierto!
-No, no tengo miedo.
-¿Y si levantaras a alguien que te atraca?
-No tengo miedo.
-¿Y si te matan?
-No tengo miedo.
-¿No? Permíteme presentarme -dijo entonces la muchacha, que tenía los ojos grandes, límpidos, imaginativos y enseguida, conteniendo la risa, fingió una voz cavernosa-. Soy la Muerte, la M-u-e-r-t-e.
La automovilista sonrió misteriosamente.
En la próxima curva el auto se desbarrancó. La muchacha quedó muerta entre las piedras. La automovilista siguió a pie y al llegar a un cactus desapareció.
FIN"
fernanda_hernandez_0023,Las figuras de piedra,"Anderson Imbert, Enrique",fabulas,es,129,Folk Stories around the World,fernanda_hernandez,d93e226c788a0fd786c660b09d4d16b498d403c6,"En el jardín de Brighton, colegio de señoritas, hay dos estatuas: la de la fundadora y la del profesor más famoso. Cierta noche -todo el colegio, dormido- una estudiante traviesa salió a escondidas de su dormitorio y pintó sobre el suelo, entre ambos pedestales, huellas de pasos: leves pasos de mujer, decididos pasos de hombre que se encuentran en la glorieta y se hacen el amor a la hora de los fantasmas. Después se retiró con el mismo sigilo, regodeándose por adelantado. A esperar que el jardín se llene de gente. ¡Las caras que pondrán! Cuando al día siguiente fue a gozar la broma vio que las huellas habían sido lavadas y restregadas: algo sucias de pintura le quedaron las manos a la estatua de la señorita fundadora.
FIN"
fernanda_hernandez_0024,Las manos del destino,"Anderson Imbert, Enrique",fabulas,es,319,Folk Stories around the World,fernanda_hernandez,7ac0c6dc2a28eecaf15ddb8e041d6cda9d4bf356,"En la sala de profesores estábamos comentando las rarezas de Céspedes, el nuevo colega, cuando alguien, desde la ventana, nos avisó que ya venía por el jardín. Nos callamos, con las caras atentas. Se abrió la puerta y por un instante la luz plateada de la tarde flameó sobre los hombros de Céspedes. Saludó con una inclinación de cabeza y fue a firmar. Entonces vimos que levantaba dos manos erizadas de espinas. Trazó un garabato y sin mirar a nadie salió rápidamente. Días más tarde se nos apareció en medio de la sala, sin darnos tiempo a interrumpir nuestra conversación. Se acercó al escritorio y al tomar el lapicero mostró las manos inflamadas por las ampollas del fuego. Otro día -ya los profesores nos habíamos   acostumbrado a vigilárselas- se las vimos mordidas, desgarradas. Firmó como pudo y se fue. Céspedes era como el viento: si le hablábamos se nos iba con la voz. Pasó una semana. Supimos que no había dado clases. Nadie sabía dónde estaba. En su casa no había dormido. En las primeras horas de la mañana del sábado una alumna lo encontró tendido entre los rododendros del jardín. Estaba muerto, sin manos. Se las habían arrancado de un tirón. Se averiguó que Céspedes había andado a la caza del arcángel sin alas que conoce todos los secretos. Quizá Céspedes estuvo a punto de cazarlo en sucesivas ocasiones. Si fue así, el arcángel debió de escabullirse en sucesivas ocasiones. Probablemente el arcángel creó la primera vez un zarzal, la segunda una hoguera, la tercera una bestia de fauces abiertas, y cada vez se precipitó en sus propias creaciones arrastrando las manos de Céspedes hasta que él, de dolor, tuvo que soltar. Quizá la última vez Céspedes aguantó la pena y no soltó; y el arcángel sin alas volvió humillado a su reino, con manos de hombre prendidas para siempre a sus espaldas celestes.
¡Vaya a saber!
FIN"
fernanda_hernandez_0025,Las últimas despedidas,"Anderson Imbert, Enrique",fabulas,es,300,Folk Stories around the World,fernanda_hernandez,7b45a5210de2c163533a85bc50e6ca1213346b64,"El hombre mira a su alrededor. Entra en el baño. Se lava las manos. El jabón huele a violetas. Cuando ajusta la canilla, el agua sigue goteando. Se seca. Coloca la toalla en el lado izquierdo del toallero: el derecho es el de su mujer. Cierra la puerta del baño para no oír el goteo. Otra vez en el dormitorio. Se pone una camisa limpia: es de puño francés. Hay que buscar los gemelos. La pared está empapelada con dibujos de pastorcitas y pastorcitos. Algunas parejas desaparecen debajo de un cuadro que reproduce Los amantes de Picasso, pero más allá, donde el marco de la puerta corta un costado del papel, muchos pastorcitos se quedan solos, sin sus compañeras. Pasa al estudio. Se detiene ante el escritorio. Cada uno de los cajones de ese mueble grande como un edificio es una casa donde viven cosas. En una de esas cajas las cuchillas de la tijera deben de seguir odiándoles como siempre. Con la mano acaricia el lomo de sus libros. Un escarabajo que cayó de espaldas sobre el estante agita desesperadamente sus patitas. Lo endereza con un lápiz. Son las cuatro del la tarde. Pasa al vestíbulo. Las cortinas son rojas. En la parte donde les da el Sol, el rojo se suaviza en un rosado. Ya a punto de llegar a la puerta de salida se da vuelta. Mira a dos sillas enfrentadas que parecen estar discutiendo ¡todavía! Sale. Baja las escaleras. Cuenta quince escalones. ¿No eran catorce? Casi se vuelve para contarlos de nuevo pero ya no tiene importancia. Nada tiene importancia. Se cruza a la acera de enfrente y antes de dirigirse hacia la comisaría mira la ventana de su propio dormitorio. Allí dentro ha dejado a su mujer con un puñal clavado en el corazón.
FIN"
fernanda_hernandez_0026,La sociedad de los maniáticos IV,"Anderson Imbert, Enrique",fabulas,es,187,Folk Stories around the World,fernanda_hernandez,42aa87a23628961eca72506f50e8e8db08fc02bb,"Muchas veces, en las breves y forzadas paradas en los urinarios, había leído en los tabiques frases escritas por otras manos; y también se había imaginado las pictografías de las cuevas prehistóricas, las inscripciones en las atalayas de los castillos, la literatura mural de calabozos y garitas. ¿Fue así como comenzó su grafomanía? Lo cierto es que cuando cayó enfermo y lo encerraron en su habitación, las recién blanqueadas paredes lo instigaron a anotar con carbón sus pensamientos: irremediablemente tuvo que escribir. Escribía todos los días en las cuatro paredes a la redonda, a la altura de los ojos. La cabeza se le fue ciñendo con una corona de palabras negras, gruesas y movedizas. Mientras su salud empeoraba —ya no podía levantarse de la cama— esas palabras se pusieron a pensar por su propia cuenta. Él, postrado, las miraba dar vueltas por las paredes, arañas de la inteligencia, tejedoras de apotegmas y silogismos. Al final alcanzó a comprender que ahora la habitación misma era su cabeza y que él, adentro, era menos que una pálida idea, apenas una burbuja sin fuerza para llegar a ser palabra.
FIN"
fernanda_hernandez_0027,Cartografía del mundo,"Anderson Imbert, Enrique",fabulas,es,303,Folk Stories around the World,fernanda_hernandez,b4bf62f19f01d4752b32573714e9c9d5187bc661,"Había muchos mapas colgados en la escuela. El niño Beltrán los miraba, distraído. En el libro de lectura también había mapas. Tampoco a Beltrán le interesaban. Aun del globo terráqueo que engordaba en el vestíbulo, frente al despacho de la Directora, lo único que le llamaba la atención era que uno pudiese hacerlo girar con el dedo: «Acaso —pensaba— hay un dedo grande que hace girar este planeta en que vivimos; acaso ni siquiera es un dedo, sino que alguien lo está soplando». Beltrán se aburría con los mapas. Así pasaron dos, tres años. ¿Cómo fue que de pronto descubrió la Geografía? Lo cierto es que una tarde volvía a su casa, dando puntapiés a una piedra, cuando se le ocurrió que todos los mapas de la escuela no valían nada porque eran demasiado pequeños, incompletos, fragmentarios, achatados, falsos, inhabitables. «El verdadero mapa —se dijo— es el planeta mismo; mapa de otro planeta, igual pero millones de veces más grande habitado por gigantes millones de veces más grandes que los hombres, donde hay un niño que da puntapiés a una piedra millones de veces más grande que esta a la que estoy dando puntapiés ahora». Beltrán se detuvo y echó un vistazo alrededor. Todo le pareció nuevo: se admiró de la plaza, de las avenidas, del río, de la arboleda. Se sintió como un microbio que caminase sobre el globo terráqueo del vestíbulo de la escuela. «Vivo —se dijo— en un mapa. Pero este mapa que a mí me parece tan grande debe de estar dentro de una escuela que yo no alcanzo a ver: y allí, para otro Beltrán, será tan pequeño, incompleto, fragmentario, achatado, falso e inhabitable como los mapas de mi propia escuela. Un mapa está siempre dentro de otro. Habrá uno tan grande que coincida con el universo».
FIN"
fernanda_hernandez_0028,Luces en la noche,"Anderson Imbert, Enrique",fabulas,es,263,Folk Stories around the World,fernanda_hernandez,e5c2f848089cb7c1bfc813997964c455fda94fac,"Ezequiel emprendió un largo viaje para ver si así se libraba del Otro. Ya en Puerto Rico, de San Juan fue a la villa de San Germán y por la noche lo pasearon en lancha por la costa del sur, en la Parguera. La brisa olía a errantes sargazos. Miríadas de noctilucas flagelaban las bordas en ondas fosforescentes. De golpe pararon los motores y cayó el ancla. Silencio. Quietud. No más ardentías. El mar, negro negro, negro.
Que tocara el agua, oyó que le decían (y adivinó que, en la oscuridad, esa boca debía de estar sonriéndose).
No bien mojó los dedos, de los dedos se extendió en página de algas una caligrafía de luces. Sumergió toda la mano: al sacarla relumbraba como un aldabón de bronce bruñido. Ahora con las dos palmas hizo llover para arriba: al asperjar el cielo una aureola vacante buscó su santo.
Que llenara ese cubo, oyó que le decía la misma voz sonriente. Ezequiel ya no dudó: el Otro no se había quedado en Buenos Aires, sino que seguía acompañándolo. Aunque siempre había presentido su presencia a las espaldas o en el fondo de los espejos, nunca alcanzó a verlo. Cogió el cubo, lo colmo y, volviéndose rápidamente, arrojó el agua. El agua, toda reverberante de noctilucas, chocó en el aire y bañó una forma invisible. Por un instante vio al Otro, revestido de una piel viva, fluida y dorada. Estaba de pie sobre la cubierta, como el fantasma de una estatua. El rostro era idéntico al de él, solo que embellecido por una luminosa sonrisa.
FIN"
fernanda_hernandez_0033,Un rincón en el paraíso,"Anderson Imbert, Enrique",fabulas,es,154,Folk Stories around the World,fernanda_hernandez,bb59dfe4607e66e629e89b166ee6458379bcbe9c,"Etelvina y Luis van a casarse. En vísperas de la boda, Luis muere. Etelvina se resigna porque confía en que volverán a encontrarse en el Cielo. Pasan los años y ella espera, espera… Espera que Dios la llame. Ahora es una viejita. Está atravesando la Plaza de su barrio. De pronto -en el crepúsculo tocan las campanas del ángelus- ve entre los árboles a Luis, que se acerca a paso lento. (No es Luis: es un joven de la vecindad muy parecido al recuerdo que Etelvina conserva de Luis.) Etelvina ve al joven Luis y está segura de que él, a su vez, la ve a ella también joven. “Esta plaza, piensa, aunque se parece mucho a la del barrio, tiene que ser una plaza del Paraíso”. Y sin duda allí van a reunirse porque, por fin ¡qué felicidad! ella acaba de morir. El grito de un pájaro la resucita, vieja otra vez.
FIN"
